CustomerID,Date,LoB,Channel,Product,SalesQty,SalesAmount,CustomerSegment,CostPerUnit,TotalCost
C168,2024-11-30,Banking,Online,LoanX,17,28016,SME,1244,21148
C294,2023-01-01,Banking,Branch,CreditLine,19,41553,Individual,1340,25460
C190,2024-06-08,Banking,Agent,SavingsPro,10,28210,Corporate,1216,12160
C182,2025-03-05,Investment,Online,GrowthFund,15,8790,SME,1077,16155
C211,2024-11-08,Banking,Branch,CreditLine,9,8973,SME,1340,12060
C179,2023-07-31,Insurance,Branch,LifeSecure,18,33246,Corporate,1362,24516
C007,2024-04-14,Investment,Online,BondSafe,16,63936,Individual,758,12128
C296,2023-04-19,Insurance,Agent,HealthPlus,17,40171,Individual,1493,25381
C181,2025-02-15,Insurance,Branch,HealthPlus,2,5018,SME,1493,2986
C170,2024-08-20,Banking,Agent,LoanX,7,3703,Corporate,1244,8708
C293,2024-04-06,Insurance,Branch,HealthPlus,16,62992,Individual,1493,23888
C166,2025-04-13,Investment,Online,EquityMax,6,11034,Corporate,1113,6678
C057,2023-06-07,Investment,Online,BondSafe,14,38472,Corporate,758,10612
C195,2024-11-12,Banking,Online,CreditLine,9,6300,Individual,1340,12060
C152,2023-08-10,Insurance,Agent,HealthPlus,18,48204,SME,1493,26874
C067,2025-05-28,Investment,Agent,GrowthFund,20,58400,SME,1077,21540
C185,2023-03-16,Banking,Online,SavingsPro,5,15450,Individual,1216,6080
C028,2025-04-29,Investment,Agent,BondSafe,11,17094,SME,758,8338
C271,2024-04-11,Insurance,Online,LifeSecure,1,581,SME,1362,1362
C029,2024-08-09,Investment,Agent,EquityMax,11,28028,Corporate,1113,12243
C206,2024-09-26,Investment,Branch,BondSafe,19,72979,Individual,758,14402
C153,2025-01-25,Banking,Branch,LoanX,9,34659,Corporate,1244,11196
C117,2023-01-24,Investment,Online,EquityMax,3,7125,Individual,1113,3339
C229,2023-05-29,Banking,Agent,CreditLine,13,42484,Individual,1340,17420
C113,2024-06-22,Insurance,Agent,TravelCare,6,12942,Individual,758,4548
C158,2024-10-24,Banking,Branch,LoanX,5,5780,Corporate,1244,6220
C042,2023-03-01,Investment,Agent,GrowthFund,16,34000,Individual,1077,17232
C010,2024-05-07,Banking,Agent,CreditLine,12,22932,Individual,1340,16080
C134,2025-04-07,Banking,Agent,SavingsPro,20,45100,Corporate,1216,24320
C156,2023-11-19,Banking,Branch,LoanX,20,54560,Individual,1244,24880
C132,2023-02-21,Insurance,Agent,TravelCare,6,3648,SME,758,4548
C059,2025-06-17,Investment,Agent,GrowthFund,17,36380,SME,1077,18309
C270,2024-08-31,Banking,Branch,CreditLine,18,57492,Corporate,1340,24120
C071,2023-04-18,Banking,Agent,LoanX,14,16450,Individual,1244,17416
C165,2023-08-15,Insurance,Branch,HealthPlus,4,15980,Individual,1493,5972
C252,2024-09-16,Investment,Agent,BondSafe,6,9618,SME,758,4548
C268,2024-09-14,Insurance,Branch,TravelCare,20,65260,Individual,758,15160
C131,2025-01-23,Insurance,Online,HealthPlus,2,3236,Individual,1493,2986
C015,2025-02-23,Banking,Branch,LoanX,13,39689,Corporate,1244,16172
C026,2023-07-10,Banking,Online,CreditLine,18,55620,SME,1340,24120
C024,2023-07-14,Banking,Online,SavingsPro,17,19448,SME,1216,20672
C266,2024-11-10,Insurance,Agent,HealthPlus,12,37464,Corporate,1493,17916
C240,2025-01-27,Banking,Branch,CreditLine,13,31616,Corporate,1340,17420
C059,2024-06-12,Banking,Agent,CreditLine,11,33385,SME,1340,14740
C229,2025-01-07,Insurance,Agent,TravelCare,7,13706,SME,758,5306
C278,2023-05-04,Banking,Branch,CreditLine,9,34119,Individual,1340,12060
C178,2024-04-21,Banking,Branch,CreditLine,18,42894,Individual,1340,24120
C015,2025-04-29,Insurance,Branch,LifeSecure,2,1544,Individual,1362,2724
C112,2024-05-15,Insurance,Online,LifeSecure,1,3679,Corporate,1362,1362
C134,2025-06-14,Banking,Branch,LoanX,9,4689,SME,1244,11196
C166,2025-06-04,Insurance,Branch,TravelCare,5,16420,SME,758,3790
C292,2024-09-10,Banking,Online,SavingsPro,10,37480,Corporate,1216,12160
C245,2025-01-31,Insurance,Branch,HealthPlus,6,15300,Corporate,1493,8958
C057,2023-04-25,Insurance,Branch,TravelCare,13,18135,SME,758,9854
C250,2023-02-25,Investment,Branch,BondSafe,7,15862,Individual,758,5306
C144,2024-10-03,Insurance,Branch,TravelCare,15,21825,Corporate,758,11370
C282,2023-11-04,Insurance,Branch,HealthPlus,5,16840,Individual,1493,7465
C287,2024-07-09,Investment,Online,EquityMax,9,26856,SME,1113,10017
C223,2023-02-27,Investment,Agent,GrowthFund,9,5184,SME,1077,9693
C116,2023-04-13,Banking,Branch,SavingsPro,12,12624,Individual,1216,14592
C092,2023-06-22,Banking,Branch,LoanX,5,5935,Individual,1244,6220
C207,2025-05-24,Investment,Agent,GrowthFund,10,36130,SME,1077,10770
C251,2024-08-07,Banking,Agent,CreditLine,7,5110,Individual,1340,9380
C105,2023-06-05,Investment,Branch,BondSafe,15,22350,Corporate,758,11370
C093,2024-08-16,Investment,Branch,GrowthFund,4,4708,Individual,1077,4308
C250,2023-05-17,Insurance,Agent,HealthPlus,19,11837,SME,1493,28367
C175,2023-07-10,Investment,Branch,BondSafe,17,66606,Corporate,758,12886
C006,2023-07-26,Banking,Branch,SavingsPro,14,10150,Corporate,1216,17024
C163,2023-02-07,Investment,Online,EquityMax,11,40370,Corporate,1113,12243
C102,2025-06-19,Insurance,Branch,LifeSecure,10,7450,Individual,1362,13620
C288,2025-02-26,Insurance,Online,LifeSecure,19,23522,Individual,1362,25878
C010,2023-04-10,Banking,Branch,SavingsPro,13,40261,Corporate,1216,15808
C147,2023-05-17,Investment,Branch,EquityMax,13,21359,Individual,1113,14469
C125,2024-01-05,Investment,Agent,BondSafe,13,36439,Corporate,758,9854
C097,2023-10-08,Insurance,Branch,LifeSecure,3,1584,Corporate,1362,4086
C254,2023-02-20,Insurance,Agent,HealthPlus,19,64163,Corporate,1493,28367
C252,2024-06-27,Investment,Branch,GrowthFund,17,27897,Individual,1077,18309
C031,2024-03-24,Insurance,Online,LifeSecure,8,13032,Corporate,1362,10896
C104,2024-04-26,Insurance,Online,HealthPlus,4,14612,Individual,1493,5972
C149,2023-07-20,Investment,Agent,GrowthFund,5,7175,Individual,1077,5385
C069,2025-02-07,Investment,Agent,BondSafe,17,22933,Corporate,758,12886
C138,2023-10-08,Insurance,Agent,LifeSecure,17,21318,SME,1362,23154
C095,2025-02-12,Investment,Branch,BondSafe,16,18896,SME,758,12128
C287,2024-07-06,Banking,Agent,SavingsPro,14,11228,Corporate,1216,17024
C061,2024-12-10,Investment,Agent,GrowthFund,14,12124,Individual,1077,15078
C228,2024-02-19,Insurance,Agent,TravelCare,17,63495,SME,758,12886
C292,2024-08-23,Insurance,Agent,HealthPlus,9,10530,Corporate,1493,13437
C074,2024-07-14,Investment,Branch,GrowthFund,1,567,Individual,1077,1077
C278,2023-01-17,Insurance,Online,TravelCare,15,49410,Individual,758,11370
C057,2025-02-20,Banking,Branch,LoanX,20,53960,SME,1244,24880
C150,2024-10-01,Investment,Online,BondSafe,3,4641,Individual,758,2274
C196,2024-05-08,Investment,Branch,BondSafe,16,59488,Individual,758,12128
C069,2024-05-01,Insurance,Agent,TravelCare,1,3540,Corporate,758,758
C204,2025-05-02,Insurance,Branch,TravelCare,17,13192,SME,758,12886
C129,2024-07-13,Insurance,Agent,HealthPlus,10,13880,Corporate,1493,14930
C276,2024-04-29,Investment,Online,BondSafe,11,7623,Individual,758,8338
C255,2024-10-13,Investment,Online,EquityMax,16,38704,SME,1113,17808
C046,2023-03-14,Investment,Branch,GrowthFund,11,8789,Individual,1077,11847
C012,2023-06-12,Insurance,Online,HealthPlus,12,34224,Corporate,1493,17916
C029,2024-11-23,Investment,Online,EquityMax,10,26020,Individual,1113,11130
C131,2025-04-11,Investment,Agent,GrowthFund,7,10773,Corporate,1077,7539
C153,2025-04-17,Insurance,Online,TravelCare,1,3015,Individual,758,758
C273,2024-11-25,Banking,Branch,CreditLine,9,14886,Individual,1340,12060
C274,2024-03-19,Investment,Agent,BondSafe,15,52170,SME,758,11370
C257,2024-10-12,Investment,Branch,BondSafe,17,23171,SME,758,12886
C156,2024-04-06,Investment,Online,BondSafe,1,3468,SME,758,758
C247,2024-08-23,Banking,Online,CreditLine,17,17357,Corporate,1340,22780
C076,2023-03-11,Insurance,Branch,HealthPlus,8,16392,Individual,1493,11944
C238,2025-03-14,Insurance,Branch,LifeSecure,20,48420,SME,1362,27240
C163,2025-04-13,Banking,Agent,LoanX,2,4558,SME,1244,2488
C235,2025-02-04,Insurance,Agent,LifeSecure,19,39330,Individual,1362,25878
C046,2024-06-24,Banking,Branch,LoanX,17,37876,SME,1244,21148
C065,2024-07-15,Investment,Online,EquityMax,11,26741,Individual,1113,12243
C194,2025-06-04,Investment,Agent,GrowthFund,14,47250,Individual,1077,15078
C050,2023-10-30,Investment,Online,EquityMax,7,15316,Corporate,1113,7791
C270,2025-02-03,Investment,Branch,BondSafe,20,10100,Individual,758,15160
C218,2025-06-13,Banking,Online,CreditLine,11,10505,SME,1340,14740
C297,2024-05-24,Investment,Branch,GrowthFund,6,17838,Individual,1077,6462
C042,2023-03-22,Insurance,Online,LifeSecure,1,2517,Corporate,1362,1362
C115,2024-07-25,Insurance,Online,HealthPlus,5,7290,SME,1493,7465
C282,2023-07-15,Insurance,Branch,HealthPlus,1,3961,Individual,1493,1493
C081,2023-01-02,Investment,Agent,GrowthFund,17,27166,Corporate,1077,18309
C104,2023-05-01,Insurance,Online,LifeSecure,15,52230,Corporate,1362,20430
C248,2023-12-13,Investment,Online,GrowthFund,10,26490,Individual,1077,10770
C082,2023-03-02,Insurance,Online,LifeSecure,17,62577,Individual,1362,23154
C287,2024-05-14,Investment,Agent,BondSafe,19,43738,Individual,758,14402
C094,2023-10-14,Insurance,Branch,LifeSecure,10,30750,SME,1362,13620
C300,2023-09-09,Banking,Online,LoanX,2,7084,SME,1244,2488
C097,2024-05-14,Insurance,Branch,TravelCare,10,30550,Corporate,758,7580
C025,2024-06-22,Banking,Agent,LoanX,4,2608,SME,1244,4976
C042,2023-05-03,Insurance,Agent,HealthPlus,10,32650,SME,1493,14930
C078,2024-05-03,Investment,Online,BondSafe,14,18032,SME,758,10612
C153,2024-02-02,Investment,Branch,EquityMax,2,6176,Corporate,1113,2226
C209,2025-01-17,Banking,Agent,SavingsPro,7,21763,SME,1216,8512
C014,2023-06-24,Banking,Agent,LoanX,13,21099,SME,1244,16172
C041,2024-06-08,Insurance,Agent,LifeSecure,17,28866,SME,1362,23154
C029,2023-07-26,Investment,Online,BondSafe,10,6310,SME,758,7580
C232,2024-08-05,Investment,Branch,GrowthFund,4,5108,Individual,1077,4308
C232,2023-03-24,Banking,Agent,LoanX,16,60352,Individual,1244,19904
C189,2025-02-06,Banking,Agent,SavingsPro,5,16510,Corporate,1216,6080
C077,2024-05-03,Insurance,Online,LifeSecure,20,45220,Individual,1362,27240
C186,2024-04-24,Banking,Agent,CreditLine,7,3584,Individual,1340,9380
C282,2023-09-17,Investment,Agent,EquityMax,13,46748,Individual,1113,14469
C080,2023-02-19,Investment,Online,BondSafe,2,4080,Individual,758,1516
C284,2023-04-18,Investment,Branch,GrowthFund,4,3868,Corporate,1077,4308
C054,2024-08-12,Insurance,Online,LifeSecure,5,6785,SME,1362,6810
C269,2025-01-26,Insurance,Agent,LifeSecure,13,44200,SME,1362,17706
C268,2025-06-22,Banking,Agent,LoanX,1,839,Individual,1244,1244
C139,2023-04-30,Insurance,Online,TravelCare,6,16950,SME,758,4548
C234,2024-10-24,Insurance,Agent,LifeSecure,1,3383,Individual,1362,1362
C160,2024-11-08,Investment,Agent,GrowthFund,16,42832,Individual,1077,17232
C169,2025-03-02,Banking,Online,CreditLine,15,36120,Corporate,1340,20100
C213,2024-10-29,Insurance,Branch,LifeSecure,12,32064,Corporate,1362,16344
C106,2023-10-02,Insurance,Online,HealthPlus,16,35392,SME,1493,23888
C093,2024-10-23,Investment,Online,GrowthFund,1,714,SME,1077,1077
C199,2023-07-15,Banking,Online,CreditLine,19,34390,Individual,1340,25460
C001,2025-06-05,Banking,Online,SavingsPro,12,25512,Corporate,1216,14592
C268,2023-04-17,Insurance,Agent,HealthPlus,14,41706,SME,1493,20902
C185,2023-07-04,Banking,Branch,SavingsPro,3,9663,Corporate,1216,3648
C169,2024-02-21,Insurance,Agent,LifeSecure,20,34020,SME,1362,27240
C152,2024-09-02,Investment,Online,GrowthFund,17,60605,Corporate,1077,18309
C186,2023-05-20,Insurance,Branch,TravelCare,17,49980,Corporate,758,12886
C265,2023-01-06,Investment,Online,EquityMax,5,11290,Corporate,1113,5565
C129,2024-04-25,Investment,Agent,GrowthFund,11,25982,SME,1077,11847
C103,2024-08-21,Investment,Agent,EquityMax,11,13123,SME,1113,12243
C197,2023-06-09,Insurance,Branch,HealthPlus,8,9624,Corporate,1493,11944
C217,2023-04-30,Investment,Branch,BondSafe,19,62776,SME,758,14402
C108,2023-03-18,Investment,Branch,EquityMax,2,4816,SME,1113,2226
C181,2025-02-06,Insurance,Agent,TravelCare,5,9070,SME,758,3790
C224,2023-12-09,Investment,Branch,GrowthFund,19,25175,SME,1077,20463
C252,2023-08-08,Banking,Agent,LoanX,20,55260,SME,1244,24880
C034,2023-11-06,Investment,Agent,EquityMax,8,18200,Individual,1113,8904
C223,2024-01-07,Insurance,Agent,HealthPlus,6,14742,Individual,1493,8958
C085,2023-06-18,Banking,Agent,LoanX,5,6340,Corporate,1244,6220
C104,2025-04-29,Banking,Branch,LoanX,9,35838,SME,1244,11196
C124,2023-06-26,Banking,Online,SavingsPro,6,17544,Corporate,1216,7296
C004,2023-10-14,Insurance,Online,HealthPlus,2,4408,SME,1493,2986
C270,2025-04-17,Banking,Branch,SavingsPro,17,37468,SME,1216,20672
C235,2023-05-19,Insurance,Agent,LifeSecure,14,9534,Corporate,1362,19068
C273,2024-03-07,Insurance,Agent,TravelCare,10,11270,Corporate,758,7580
C033,2024-01-07,Banking,Agent,SavingsPro,9,10872,Individual,1216,10944
C251,2025-05-13,Investment,Agent,EquityMax,20,74420,SME,1113,22260
C226,2024-06-28,Insurance,Branch,HealthPlus,16,24464,SME,1493,23888
C025,2023-11-19,Banking,Branch,CreditLine,15,21240,Individual,1340,20100
C099,2025-02-10,Investment,Branch,EquityMax,5,7070,Individual,1113,5565
C079,2024-05-06,Insurance,Online,TravelCare,4,5268,Corporate,758,3032
C141,2024-07-03,Investment,Branch,BondSafe,13,43173,Corporate,758,9854
C055,2023-06-03,Banking,Branch,LoanX,6,18216,Corporate,1244,7464
C271,2024-11-02,Insurance,Agent,HealthPlus,9,19485,Individual,1493,13437
C132,2024-03-10,Banking,Branch,CreditLine,2,4150,SME,1340,2680
C233,2023-06-16,Banking,Agent,CreditLine,14,27776,Corporate,1340,18760
C296,2023-12-26,Investment,Branch,GrowthFund,17,17374,SME,1077,18309
C208,2023-05-06,Insurance,Agent,LifeSecure,17,54349,Individual,1362,23154
C071,2023-02-11,Insurance,Branch,LifeSecure,10,23210,Individual,1362,13620
C256,2024-01-16,Insurance,Branch,TravelCare,16,9648,Corporate,758,12128
C020,2023-09-11,Insurance,Online,HealthPlus,18,64008,SME,1493,26874
C013,2023-03-13,Investment,Branch,EquityMax,4,14452,Corporate,1113,4452
C030,2023-11-17,Banking,Agent,SavingsPro,5,5445,SME,1216,6080
C121,2023-08-27,Investment,Branch,BondSafe,4,7632,Individual,758,3032
C218,2023-09-05,Banking,Agent,CreditLine,6,18342,Individual,1340,8040
C284,2024-06-01,Banking,Agent,CreditLine,15,40905,SME,1340,20100
C104,2024-08-29,Banking,Agent,CreditLine,3,5022,Corporate,1340,4020
C081,2024-10-28,Banking,Agent,CreditLine,12,6372,Corporate,1340,16080
C219,2024-07-23,Investment,Online,EquityMax,2,7324,Individual,1113,2226
C033,2024-03-20,Insurance,Agent,HealthPlus,5,15130,Individual,1493,7465
C045,2024-05-04,Investment,Branch,BondSafe,4,4940,SME,758,3032
C270,2025-06-01,Investment,Agent,BondSafe,8,27288,SME,758,6064
C264,2024-06-13,Investment,Online,GrowthFund,10,21170,Individual,1077,10770
C116,2023-11-29,Investment,Online,GrowthFund,20,76400,Corporate,1077,21540
C298,2023-07-01,Investment,Agent,GrowthFund,16,18768,Individual,1077,17232
C291,2024-11-18,Investment,Branch,EquityMax,20,61020,Corporate,1113,22260
C201,2024-02-16,Investment,Online,BondSafe,17,28356,SME,758,12886
C243,2024-12-27,Insurance,Branch,LifeSecure,2,1816,Individual,1362,2724
C265,2025-05-19,Insurance,Branch,LifeSecure,9,12528,Corporate,1362,12258
C153,2024-01-21,Investment,Agent,EquityMax,18,35712,Individual,1113,20034
C204,2024-12-20,Insurance,Branch,LifeSecure,4,7324,Individual,1362,5448
C010,2023-03-12,Insurance,Online,LifeSecure,6,14904,Individual,1362,8172
C121,2024-09-10,Banking,Branch,CreditLine,5,9285,Individual,1340,6700
C005,2025-04-21,Banking,Agent,CreditLine,14,45542,Corporate,1340,18760
C061,2023-11-09,Investment,Online,GrowthFund,10,29440,Individual,1077,10770
C127,2023-03-05,Banking,Online,LoanX,20,32040,SME,1244,24880
C287,2025-04-09,Insurance,Online,HealthPlus,3,6855,Individual,1493,4479
C150,2024-01-22,Insurance,Online,HealthPlus,15,53700,Corporate,1493,22395
C226,2024-08-27,Insurance,Agent,LifeSecure,9,20979,SME,1362,12258
C185,2025-03-21,Banking,Agent,CreditLine,20,39680,Corporate,1340,26800
C227,2024-06-10,Investment,Branch,GrowthFund,11,31471,Individual,1077,11847
C210,2023-04-14,Insurance,Agent,LifeSecure,3,2424,Individual,1362,4086
C141,2024-11-19,Banking,Branch,SavingsPro,15,19695,Corporate,1216,18240
C200,2024-10-06,Insurance,Online,LifeSecure,15,9315,Individual,1362,20430
C014,2024-08-05,Insurance,Branch,LifeSecure,6,19698,Corporate,1362,8172
C049,2023-01-07,Banking,Agent,LoanX,1,1219,Corporate,1244,1244
C164,2023-08-08,Banking,Branch,CreditLine,9,10530,SME,1340,12060
C294,2024-01-07,Investment,Agent,GrowthFund,9,27765,SME,1077,9693
C216,2024-12-09,Insurance,Branch,TravelCare,7,26425,SME,758,5306
C146,2023-02-24,Investment,Online,BondSafe,9,16596,Corporate,758,6822
C108,2023-12-06,Insurance,Online,HealthPlus,16,8352,Corporate,1493,23888
C170,2023-10-09,Investment,Agent,BondSafe,11,17061,Corporate,758,8338
C176,2023-07-05,Banking,Online,LoanX,16,16528,Corporate,1244,19904
C249,2023-03-05,Investment,Online,BondSafe,3,2448,Corporate,758,2274
C103,2024-11-25,Banking,Online,CreditLine,18,51642,Individual,1340,24120
C264,2023-09-20,Insurance,Online,TravelCare,14,15330,SME,758,10612
C135,2024-08-20,Investment,Agent,GrowthFund,1,1257,SME,1077,1077
C107,2023-06-29,Investment,Online,EquityMax,16,33904,SME,1113,17808
C235,2025-06-06,Investment,Branch,GrowthFund,7,5628,SME,1077,7539
C219,2024-08-06,Insurance,Branch,TravelCare,10,9140,Corporate,758,7580
C020,2024-01-13,Banking,Agent,SavingsPro,2,7148,Individual,1216,2432
C278,2023-06-27,Insurance,Online,HealthPlus,18,20736,SME,1493,26874
C157,2024-10-02,Banking,Online,CreditLine,14,22302,Corporate,1340,18760
C202,2025-06-16,Insurance,Online,TravelCare,11,15334,Corporate,758,8338
C266,2024-09-23,Insurance,Online,TravelCare,18,46530,Corporate,758,13644
C105,2024-12-17,Investment,Agent,GrowthFund,2,2206,Individual,1077,2154
C254,2024-04-22,Banking,Branch,SavingsPro,18,41040,SME,1216,21888
C246,2023-08-07,Insurance,Branch,LifeSecure,12,22344,SME,1362,16344
C159,2023-07-05,Investment,Agent,EquityMax,19,58368,Individual,1113,21147
C237,2023-05-07,Investment,Branch,GrowthFund,11,35112,Individual,1077,11847
C081,2023-07-10,Insurance,Online,TravelCare,4,12272,Individual,758,3032
C173,2023-09-22,Banking,Online,SavingsPro,6,16056,SME,1216,7296
C180,2023-06-06,Banking,Agent,SavingsPro,19,40508,Corporate,1216,23104
C012,2023-01-15,Investment,Branch,GrowthFund,13,8034,Corporate,1077,14001
C165,2024-11-14,Banking,Online,SavingsPro,9,25227,Individual,1216,10944
C001,2024-01-27,Banking,Agent,LoanX,5,12395,Corporate,1244,6220
C233,2023-02-03,Insurance,Online,TravelCare,19,32908,Individual,758,14402
C232,2025-02-09,Banking,Agent,CreditLine,4,11992,SME,1340,5360
C293,2023-08-25,Banking,Online,LoanX,2,7920,SME,1244,2488
C184,2023-08-18,Insurance,Agent,LifeSecure,7,8764,Individual,1362,9534
C154,2024-02-07,Banking,Branch,LoanX,3,1557,Corporate,1244,3732
C274,2024-11-18,Insurance,Agent,HealthPlus,11,16093,Corporate,1493,16423
C197,2025-05-25,Investment,Online,GrowthFund,7,19159,SME,1077,7539
C117,2023-12-24,Insurance,Branch,LifeSecure,20,32740,Individual,1362,27240
C276,2023-07-06,Banking,Agent,LoanX,11,42746,SME,1244,13684
C249,2024-11-05,Investment,Branch,EquityMax,4,10328,SME,1113,4452
C019,2023-07-17,Banking,Agent,CreditLine,17,41038,SME,1340,22780
C046,2025-03-26,Insurance,Branch,LifeSecure,11,30745,Individual,1362,14982
C118,2023-06-08,Insurance,Branch,TravelCare,20,18480,Individual,758,15160
C246,2025-06-23,Banking,Branch,SavingsPro,8,29792,Individual,1216,9728
C020,2023-04-20,Investment,Agent,EquityMax,4,6404,Corporate,1113,4452
C209,2023-07-23,Banking,Branch,LoanX,2,4714,Corporate,1244,2488
C031,2024-01-13,Insurance,Agent,HealthPlus,1,1072,Individual,1493,1493
C158,2024-08-09,Investment,Online,BondSafe,17,38301,Individual,758,12886
C174,2024-02-12,Investment,Branch,GrowthFund,18,21060,SME,1077,19386
C029,2023-10-20,Banking,Online,CreditLine,20,65860,Corporate,1340,26800
C097,2024-12-12,Banking,Branch,LoanX,15,59430,Individual,1244,18660
C132,2024-08-31,Banking,Branch,LoanX,4,5740,SME,1244,4976
C011,2024-12-20,Banking,Branch,SavingsPro,7,8799,SME,1216,8512
C156,2025-05-15,Insurance,Branch,LifeSecure,4,10300,SME,1362,5448
C228,2023-03-08,Investment,Agent,BondSafe,8,28824,SME,758,6064
C263,2023-07-09,Investment,Online,GrowthFund,18,50310,Individual,1077,19386
C235,2023-08-03,Banking,Agent,LoanX,1,2255,Individual,1244,1244
C035,2023-01-09,Banking,Branch,CreditLine,4,9916,Individual,1340,5360
C284,2023-12-14,Insurance,Online,HealthPlus,2,7096,Individual,1493,2986
C145,2023-02-20,Insurance,Online,TravelCare,4,2364,Corporate,758,3032
C048,2024-03-15,Investment,Online,BondSafe,4,2356,Corporate,758,3032
C210,2023-09-14,Investment,Online,EquityMax,8,18232,Individual,1113,8904
C114,2024-07-14,Insurance,Online,LifeSecure,7,27370,Corporate,1362,9534
C063,2023-07-27,Insurance,Branch,TravelCare,11,32065,Individual,758,8338
C300,2025-05-23,Banking,Agent,LoanX,1,3626,SME,1244,1244
C290,2025-04-30,Investment,Branch,EquityMax,14,8638,Corporate,1113,15582
C132,2024-04-21,Insurance,Online,TravelCare,14,12838,Individual,758,10612
C264,2025-01-11,Banking,Online,CreditLine,18,48384,Corporate,1340,24120
C173,2025-04-01,Banking,Online,SavingsPro,4,4188,SME,1216,4864
C243,2025-05-13,Insurance,Branch,TravelCare,6,20976,Corporate,758,4548
C114,2024-02-25,Insurance,Agent,TravelCare,4,13028,Corporate,758,3032
C293,2024-01-04,Investment,Branch,EquityMax,1,2728,Corporate,1113,1113
C145,2023-01-27,Insurance,Agent,TravelCare,6,18996,Individual,758,4548
C103,2023-03-23,Banking,Branch,CreditLine,19,44935,Individual,1340,25460
C224,2023-02-22,Insurance,Online,HealthPlus,8,5120,SME,1493,11944
C129,2024-04-27,Banking,Branch,LoanX,7,27167,Corporate,1244,8708
C282,2023-04-30,Insurance,Online,LifeSecure,11,40007,SME,1362,14982
C268,2025-05-16,Investment,Agent,BondSafe,2,4866,Corporate,758,1516
C092,2024-08-07,Investment,Branch,GrowthFund,6,6318,SME,1077,6462
C020,2023-05-21,Banking,Branch,CreditLine,3,6471,Corporate,1340,4020
C290,2024-10-02,Banking,Branch,LoanX,13,38194,Individual,1244,16172
C240,2024-09-24,Banking,Agent,LoanX,5,4555,SME,1244,6220
C170,2023-01-17,Banking,Branch,LoanX,16,19216,Individual,1244,19904
C257,2023-02-13,Insurance,Branch,HealthPlus,2,1810,Corporate,1493,2986
C061,2023-08-15,Insurance,Online,LifeSecure,11,23507,Corporate,1362,14982
C215,2024-06-16,Banking,Agent,CreditLine,15,40365,SME,1340,20100
C112,2025-01-22,Insurance,Agent,TravelCare,8,30248,SME,758,6064
C118,2024-02-22,Investment,Online,BondSafe,3,8514,Corporate,758,2274
C147,2023-04-02,Investment,Branch,EquityMax,1,3898,Individual,1113,1113
C056,2023-04-13,Banking,Branch,CreditLine,12,9204,SME,1340,16080
C069,2023-08-14,Banking,Agent,SavingsPro,10,11970,SME,1216,12160
C095,2025-03-11,Investment,Branch,EquityMax,8,25400,SME,1113,8904
C111,2024-06-23,Banking,Branch,LoanX,11,43923,SME,1244,13684
C050,2023-04-03,Banking,Branch,CreditLine,5,19225,Individual,1340,6700
C286,2024-09-17,Banking,Branch,CreditLine,18,12564,Corporate,1340,24120
C116,2023-09-01,Investment,Online,EquityMax,19,74613,SME,1113,21147
C064,2024-06-06,Banking,Online,SavingsPro,14,54390,Corporate,1216,17024
C133,2024-11-09,Banking,Online,CreditLine,5,14920,Corporate,1340,6700
C128,2025-04-09,Insurance,Online,TravelCare,12,13548,SME,758,9096
C184,2023-07-19,Investment,Agent,BondSafe,7,4228,SME,758,5306
C246,2023-08-08,Insurance,Online,TravelCare,10,5050,SME,758,7580
C193,2024-02-05,Banking,Online,CreditLine,4,3344,Individual,1340,5360
C127,2024-12-20,Insurance,Branch,TravelCare,15,39735,Individual,758,11370
C165,2024-02-12,Investment,Branch,EquityMax,3,3576,Corporate,1113,3339
C087,2023-12-17,Insurance,Online,TravelCare,19,72903,Individual,758,14402
C083,2023-04-07,Investment,Online,BondSafe,19,72580,SME,758,14402
C299,2023-08-08,Investment,Online,BondSafe,8,5240,Corporate,758,6064
C098,2025-03-13,Insurance,Agent,LifeSecure,20,13700,Individual,1362,27240
C299,2025-01-03,Investment,Agent,EquityMax,8,13600,Corporate,1113,8904
C281,2025-02-12,Investment,Agent,GrowthFund,19,53409,SME,1077,20463
C153,2024-08-21,Investment,Online,BondSafe,17,23273,Corporate,758,12886
C083,2024-02-09,Banking,Agent,LoanX,11,39468,Individual,1244,13684
C004,2023-11-26,Investment,Agent,BondSafe,12,38796,Corporate,758,9096
C234,2024-09-12,Banking,Online,CreditLine,1,3907,SME,1340,1340
C103,2024-09-02,Insurance,Agent,HealthPlus,20,27740,SME,1493,29860
C081,2024-08-26,Insurance,Agent,HealthPlus,6,18048,Individual,1493,8958
C133,2024-12-01,Investment,Online,GrowthFund,17,40783,Corporate,1077,18309
C135,2024-08-28,Insurance,Agent,HealthPlus,19,44802,Corporate,1493,28367
C134,2023-02-09,Banking,Agent,CreditLine,3,11358,Individual,1340,4020
C122,2024-03-31,Investment,Online,EquityMax,9,13923,SME,1113,10017
C025,2023-10-20,Insurance,Agent,TravelCare,18,37440,Individual,758,13644
C288,2024-03-18,Insurance,Online,LifeSecure,20,35520,Corporate,1362,27240
C147,2023-01-31,Banking,Agent,LoanX,11,14509,Individual,1244,13684
C292,2025-03-11,Investment,Online,GrowthFund,17,42908,SME,1077,18309
C155,2023-02-21,Banking,Online,LoanX,16,14912,Corporate,1244,19904
